Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);COD_DIS;DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
1194;7653;MARQUESINA MOD XXI 5-M STD;17;VILLAVERDE;ALCOCER;CALLE;Nº 45;ANT DE C/ SAN JENARO;AV. ANDALUCIA;ALCOCER, CALLE Nº45 ANTES DE C/ SAN JENARO AV. ANDALUCIA;440207;4467030;SI;76/432/448/;440097,4732;4466822,477;-3,705375563;40,34980865
1199;;MARQUESINA MOD XXI 5-M REDUCIDA;15;CIUDAD LINEAL;CIUDAD LINEAL;PZA;Nº 0;DESP C/ ARTURO SORIA (1ª ISLETA);C/ ALCALA;CIUDAD LINEAL, PZA DESP C/ ARTURO SORIA (1ª ISLETA) - C/ ALCALA;445941,709;4476788,117;SI;4/;445832,2672;4476580,564;-3,638680348;40,43810772
1202;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;ARCOS DEL JALON;CALLE;Nº 0;ESQ C/ SAN ROMAN DEL VALLE;AV. AJALVIVIC;ARCOS DEL JALON, CALLE Nº0 ESQ C/ SAN ROMAN DEL VALLE AV. AJALVIVIC;447351;4474828;SI;4/;447241,5357;4474620,416;-3,621902218;40,42054013
1204;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;ARCOS DEL JALON;CALLE;Nº 48;ESQ. C/ AMPOSTA;AV AJALVIVICA;ARCOS DEL JALON, CALLE Nº48 ESQ. C/ AMPOSTA AV AJALVIVICA;447657;4475062;SI;4/;447547,5381;4474854,412;-3,618314646;40,42266746
1211;18506;MARQUESINA MOD XXI 4-M REDUCIDA;20;SAN BLAS - CANILLEJAS;CANILLEJAS A VICALVARO;AV;Nº 0;FTE. C/ TOSCANA;C/ ALCALA;CANILLEJAS A VICALVARO, AV. Nº0 FTE. C/ TOSCANA C/ ALCALA;448285;4474710;SI;4/106/159/287/;448175,5346;4474502,4;-3,610883479;40,41953566
1214;;MARQUESINA MOD XXI 4-M STD;19;VICALVARO;CASALARREINA;CALLE;Nº 216;ESQ C/ CALAHORRA;PZA VICALVARADA;CASALARREINA, CALLE Nº21 ESQ C/ CALAHORRA PZA VICALVARADA;448026;4473504;SI;4/;447916,5226;4473296,398;-3,613837694;40,40865506
1215;;MARQUESINA MOD XXI 5-M STD;19;VICALVARO;CASALARREINA;CALLE;Nº 5;ESQ PZA VICALVARADA;PZA VICALVARADA;CASALARREINA, CALLE Nº5 ESQ PZA VICALVARADA PZA VICALVARADA;448292;4473575;SI;4/;448182,5233;4473367,394;-3,610708653;40,40931124
1224;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;ALBERTO AGUILERA;CALLE;Nº 10;FTE Nº 10;C/ PRINCESA;ALBERTO AGUILERA, CALLE Nº 10 - C/ PRINCESA;440130,8252;4475915,16;SI;21/C03/;440021,3983;4475707,682;-3,707107993;40,42984562
1228;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;SAGASTA;CALLE;Nº 19;ANT DE C/ FCO. DE ROJAS;GTA DE BILBAO;SAGASTA, CALLE Nº 19 ANT C/ FRANCISCO DE ROJAS - GTA DE BILBAO;440815;4475762;SI;21/C03/;440705,5679;4475554,513;-3,699028373;40,42851484
1234;;MARQUESINA MOD XXI 4-M STD;4;SALAMANCA;ROBERTO DOMINGO;CALLE;Nº 0;ESQ AV DONOSTIARRA;C/ BRASILIA;ROBERTO DOMINGO, CALLE Nº0 ESQ AV DONOSTIARRA C/ BRASILIA;444059;4476442;SI;21/;443949,5616;4476234,472;-3,66084703;40,43486518
1236;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;DONOSTIARRA;AV;Nº 12;FTE Nº 11;PZA JOSE BANUS;DONOSTIARRA, AV Nº12 FTE Nº 11 PZA JOSE BANUS;444265,972;4476436,787;SI;21/48/;444156,5327;4476229,256;-3,658406489;40,43483211
1239;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;VIRGEN DEL LLUC;CALLE;Nº 0;FRENTE AL Nº 4;AV. DONOSTIARRA;VIRGEN DEL LLUC, CALLE Nº FRENTE AL Nº 4 AV. DONOSTIARRA;444521;4476416;SI;21/;444411,5596;4476208,465;-3,655398036;40,4346619
1243;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;JUAN PEREZ DE ZUÑIGA;CALLE;Nº 0;DESP C/ VIRGEN DE LA NOVENA;C/ ARTURO SORIA;JUAN PEREZ DE ZUÑIGA, CALLE Nº0 DESP C/ VIRGEN DE LA NOVENA C/ ARTURO SORIA;445021;4477074;SI;21/;444911,5646;4476866,462;-3,649560291;40,44062276
1247;;MARQUESINA MOD XXI 4-M REDUCIDA;4;SALAMANCA;JUAN BRAVO;CALLE;Nº 68;ANT C/ FRANCISCO SILVELA;FCO. SILVELA;JUAN BRAVO, CALLE Nº 68 ANT DE C/ FRANCISCO SILVELA FCO. SILVELA;443029,5887;4476154,141;SI;56/210/N3/;442920,151;4475946,627;-3,672957369;40,43220211
1248;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;JUAN PEREZ DE ZUÑIGA;CALLE;Nº 47;;C/ VIRGEN DEL VAL;JUAN PEREZ DE ZUÑIGA, CALLE Nº47 - C/ VIRGEN DEL VAL;445268;4477541;SI;21/;445158,5681;4477333,46;-3,646688308;40,44484606
1249;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;CONDE DE LAS POSADAS;CALLE;Nº 0;FTE Nº 10;C/ GUADALAJARA;CONDE DE LAS POSADAS, CALLE Nº FTE. Nº 10 C/ GUADALAJARA;447989,9062;4478498,285;SI;153/;447880,4769;4478290,71;-3,614672013;40,45364461
1254;;MARQUESINA MOD XXI 5-M REDUCIDA ;4;SALAMANCA;GOYA;CALLE;Nº 114;FTE Nº 135;DR. ESQUERDO;GOYA, CALLE Nº114 FRENTE Nº 135 DR. ESQUERDO;443297;4475281;SI;30/;443187,5521;4475073,477;-3,669726949;40,42435463
1257;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;DOCTOR ESQUERDO;CALLE;Nº 83;JTO. HOSPITAL BEATA Mª ANA DE JESUS (2ª MARQ);PZA. MANUEL BECERRA;DOCTOR ESQUERDO, CALLE Nº83 JTO. HOSPITAL BEATA Mª ANA DE JESUS (2ª MARQ) - PZA. MANUEL BECERRA;443349;4474602;SI;2/30/56/143/156/;443239,5448;4474394,473;-3,669053475;40,41824135
1259;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;PRUNOS (DE LOS);AV;Nº 11;DESP C/ PETUNIAS;AV ARROYO SANTO;PRUNOS (DE LOS), AV Nº11 DESP C/ PETUNIAS AV ARROYO SANTO;447574,2222;4478514,054;SI;153/;447464,793;4478306,486;-3,619575419;40,45376056
1261;;MARQUESINA MOD XXI 5-M STD;14;MORATALAZ;VINATEROS;Cº;Nº 0;ESQ. ARROYO DE LA MEDIA LEGUA;C/ DR. ESQUERDO;VINATEROS, CAMINO Nº0 ESQ. ARROYO DE LA MEDIA LEGUA C/ DR. ESQUERDO;444439;4473774;SI;30/32/N8/;444329,5326;4473566,453;-3,656133789;40,41085571
1262;;MARQUESINA MOD XXI 5-M REDUCIDA ;14;MORATALAZ;ARROYO MEDIA LEGUA;CALLE;Nº 0;ESQ C/ CORREGIDOR MENDO ZUÑIGA;C/ SIERRA TOLEDANA;ARROYO MEDIA LEGUA, CALLE Nº0 ESQ C/ CORREGIDOR MENDO ZUÑIGA C/ SIERRA TOLEDANA;444403;4473649;SI;30/32/113/N8/;444293,5314;4473441,453;-3,656547131;40,40972723
1264;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;ENTREARROYOS;CALLE;Nº 84;;SANCHO CORDOBA;ENTREARROYOS, CALLE Nº84 - SANCHO CORDOBA;444530;4473477;SI;30/32/N8/;444420,5292;4473269,45;-3,655035425;40,40818622
1269;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;PICO DE LOS ARTILLEROS;CALLE;Nº 0;FRENTE AL Nº 61;C/ENCOMIENDA PALACIO;PICO DE LOS ARTILLEROS, CALLE Nº0 FRENTE AL Nº 61 C/ENCOMIENDA PALACIO;445626;4473100;SI;30/71/;445516,5219;4472892,432;-3,642087033;40,40486227
1270;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;PICO DE LOS ARTILLEROS;CALLE;Nº 102;;HACIENDA PAVONE;PICO DE LOS ARTILLEROS, CALLE Nº102 - HACIENDA PAVONE;445787;4473203;SI;30/;445677,5224;4472995,431;-3,640198548;40,40580066
1271;;MARQUESINA MOD XXI 5-M STD;14;MORATALAZ;PICO DE LOS ARTILLEROS;CALLE;Nº 27;ESQ C/ LUIS DE HOYOS SAINZ;DR.GARCIA TAPIA;PICO DE LOS ARTILLEROS, CALLE Nº27 ESQ C/ LUIS DE HOYOS SAINZ DR.GARCIA TAPIA;445862;4473263;SI;30/32/;445752,5228;4473055,43;-3,639319824;40,40634606
1272;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;PICO DE LOS ARTILLEROS;CALLE;Nº 1;ESQ. AV. DR. GARCIA TAPIA;AV. DR.GARCIA TAPIA;PICO DE LOS ARTILLEROS, CALLE Nº1 ESQ. AV. DR. GARCIA TAPIA AV. DR.GARCIA TAPIA;445761;4473584;SI;30/32/N8/;445651,5264;4473376,433;-3,640537435;40,40923127
1273;;MARQUESINA MOD XXI 5-M STD;14;MORATALAZ;PICO DE LOS ARTILLEROS;CALLE;Nº 26;;LUIS DE HOYOS SAINZ;PICO DE LOS ARTILLEROS, CALLE Nº26 - LUIS DE HOYOS SAINZ;445722,379;4473601,283;SI;30/32/;445612,9057;4473393,717;-3,64099406;40,40938444
1274;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;DOCTOR GARCIA TAPIA;AV;Nº 192;ESQ C/ MOLINA DE SEGURA;VICALVARO;DOCTOR GARCIA TAPIA, AVD Nº192 ESQ C/ MOLINA DE SEGURA VICALVARO;445988,5782;4473532,577;SI;30/N8/;445879,1033;4473325,006;-3,637851055;40,40878281
1285;7314;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;AMERICA;AV;Nº 0;BAJO PUENTE C/ ARTURO SORIA;Mª DE MOLINA;AMERICA, AV Nº0 BAJO PUENTE C/ ARTURO SORIA Mª DE MOLINA;444797,3224;4477875,61;SI;F/S       115/200/VAC-243/222/223/224/224A/226/227/229/261/281/282/283/284/N202/;444687,8952;4477668,079;-3,652267268;40,44782929
1289;;MARQUESINA MOD XXI 5-M STD;16;HORTALEZA;MEDUSA;GTA;Nº 0;ESQ C/ LUIS DE LA MATA;AV DE LOGROÑO;MEDUSA, GTA Nº0 ESQ C/ LUIS DE LA MATA AV DE LOGROÑO;448137,3328;4478268,568;SI;105/114/115/;448027,9016;4478060,989;-3,61291465;40,45158439
1291;;MARQUESINA MOD XXI 5-M STD;16;HORTALEZA;GUADALAJARA;CALLE;Nº 7;FTE Nº 24;C/ ALCALA;GUADALAJARA, CALLE Nº7 FTE Nº 24 C/ ALCALA;447957,7074;4478312,155;SI;105/115/153/;447848,2765;4478104,579;-3,61503646;40,45196581
1292;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;AMERICA;AV;Nº 0;FTE AV LOGROÑO (1ª MQ);ALAMEDA DE OSUNA;AMERICA, AV Nº0 FTE AV LOGROÑO (2ª MQ) ALAMEDA DE OSUNA;448567,05;4478081,381;SI;114/115/;448457,6172;4477873,794;-3,607832027;40,44992478
1297;;MARQUESINA MOD XXI 4-M STD;21;BARAJAS;AMERICA;AV;Nº 0;DESP C/ OBENQUE;CENTRO;AMERICA, AV Nº0 DESP C/ OBENQUE CENTRO;449511;4478125;SI;101/114/115/151/N4/;449401,5676;4477917,398;-3,596704206;40,45037559
1299;;MARQUESINA MOD XXI 5-M STD;21;BARAJAS;HISPANIDAD;AV;Nº 0;JTO BALANDRO;AV AMERICA;HISPANIDAD, AV. Nº0   JTO BALANDRO  AV AMERICA;449972,534;4478141,777;SI;101/115/151/N4/;449863,1018;4477934,168;-3,591262962;40,45055462
1309;;MARQUESINA MOD XXI 4-M STD;21;BARAJAS;BREZOS (LOS);CALLE;Nº 0;FTE C/ ANTONIO SANCHA;AV LOGROÑO;BREZOS (LOS), CALLE Nº0 FTE C/ ANTONIO SANCHA AV LOGROÑO;450252,3004;4479304,044;SI;105/112/115/151/166/;450142,8782;4479096,437;-3,588055012;40,46104189
1314;7382;MARQUESINA MOD XXI 5-M STD;21;BARAJAS;LOGROÑO;AV;Nº 0;ANTES C/ MARQUES DE BERNA;AV AMERICA;LOGROÑO, AV Nº0 ANTES C/ MARQUES DE BERNA AV AMERICA;450516,2716;4479758,308;SI;105/112/115/N4/211/212/213/256/827/N204/;450406,8534;4479550,7;-3,58497713;40,46514996
1322;7380;MARQUESINA MOD XXI 4-M STD;21;BARAJAS;LOGROÑO;AV;Nº 321;DESP C/ ALGEMESI;AV. DE AMERICA;LOGROÑO, AV Nº321 DESP C/ ALGEMESI - AV DE AMERICA;450778,0512;4480551,111;SI;105/115/166/211/212/213/256/827/N204/;450668,6398;4480343,503;-3,58195102;40,4723076
1323;;MARQUESINA MOD XXI 4-M STD;21;BARAJAS;GRAN PODER (DEL);CALLE;Nº 0;JTO PZA NTRA. SRA. LORETO;AV LOGROÑO;GRAN PODER (DEL), CALLE Nº0 JTO PZA NTRA. SRA. LORETO AV LOGROÑO;450445,281;4480520,5;SI;115/;450335,8693;4480312,898;-3,585874049;40,47201205
1325;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;ALBERTO AGUILERA;CALLE;Nº 26;;C/ PRINCESA;ALBERTO AGUILERA, CALLE Nº 26 - C/ PRINCESA;439884;4475948;SI;002/21/C03/;439774,5748;4475740,525;-3,710020779;40,43012364
1327;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;DOCTOR GARCIA TAPIA;AV;Nº 0;ESQ C/FUENTE CARRANTONIA;M-30;DOCTOR GARCIA TAPIA, AVD Nº0 ESQ C/FUENTE CARRANTONIA M-30;446499;4473438;SI;30/;446389,5225;4473230,422;-3,631827803;40,40796376
1329;;MARQUESINA MOD XXI 5-M REDUCIDA;9;MONCLOA - ARAVACA;MELENDEZ VALDES;CALLE;Nº 0;S/N,ARC.HITA-PRINCES (3ª MQ);PRINCESA;MELENDEZ VALDES, CALLE Nº0 ESQ ARCIPRESTE DE HITA (3ª MQ) C/ PRINCESA;439231,6508;4476291,349;SI;132/;439122,2327;4476083,884;-3,717743809;40,43316928
1331;;MARQUESINA MOD XXI 4-M REDUCIDA;9;MONCLOA - ARAVACA;MEMORIA (DE LA) ;AV;Nº 0;PROXIMO AV. DE SENECA;C/PRINCESA;DE LA MEMORIA, AV  PROXIMO AV. DE SENECA C/PRINCESA;438654;4476836;SI;46/82/83/132/133/162/G/U/;438544,5909;4476628,545;-3,724606315;40,43803333
1352;9058;MARQUESINA MOD XXI 5-M REDUCIDA ;8;FUENCARRAL - EL PARDO;CARDENAL HERRERA ORIA;AV;Nº 0;FTE Nº 340;C/LLANOS CASTELLANOS;CARDENAL HERRERA ORIA, AV. Nº0 FTE Nº 340 C/LLANOS CASTELLANOS;437981;4481121;SI;83/133/602/815/;437871,6344;4480913,578;-3,732959756;40,4765844
1357;;MARQUESINA MOD XXI 5-M REDUCIDA ;8;FUENCARRAL - EL PARDO;CARDENAL HERRERA ORIA;AV;Nº 242;JTO COLEGIO LA SALLE (1ª MARQ);CTRA DEL PARDO;CARDENAL HERRERA ORIA, AV. Nº242 JTO COLEGIO LA SALLE (1ª MARQ) CTRA DEL PARDO;439169;4481717;SI;REFUGIO;439059,633;4481509,566;-3,719002671;40,48204129
1365;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;MONFORTE DE LEMOS;AV;Nº 0;FTE  Nº 129;AV BETANZOS;MONFORTE DE LEMOS, AV Nº0  FTE  Nº 129 AV BETANZOS;439849,4112;4481276,391;SI;49/83/128/132/137/N22/;439740,0364;4481068,946;-3,710933672;40,47812169
1367;;MARQUESINA MOD XXI 5-M STD;8;FUENCARRAL - EL PARDO;MONFORTE DE LEMOS;AV;Nº 0;FTE  Nº 115;AVD DE BETANZOS;MONFORTE DE LEMOS, AV Nº0 FRENTE AL Nº 115  AVD DE BETANZOS;440038,4284;4481325,289;SI;SIN C/H SOLO INDICADOR DE TECHO;439929,053;4481117,842;-3,70870849;40,47857585
1374;;MARQUESINA MOD XXI 5-M STD;8;FUENCARRAL - EL PARDO;NARCIS MONTURIOL;CALLE;Nº 22;ESQ C/SANGENJO;C/SANGENJO;NARCIS MONTURIOL, CALLE Nº22 ESQ C/SANGENJO C/SANGENJO;440760,8148;4482023,059;SI;67/83/;440651,4415;4481815,607;-3,700251777;40,48491353
1377;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;FERMIN CABALLERO;CALLE;Nº 0;FRENTE Nº9;ISLA TABARCA;FERMIN CABALLERO, CALLE Nº0 FRENTE Nº9 ISLA TABARCA;440748;4482218;SI;67/83/;440638,6285;4482010,549;-3,700421202;40,48666872
1378;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;PATONES;CALLE;Nº 0;ESQ C/ SANGENJO;C/ SANGENJO;PATONES,CALLE Nº ESQ C/ SANGENJO C/ SANGENJO;440504,8794;4481997,55;SI;83/;440395,5073;4481790,101;-3,703268923;40,48466542
1380;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;ANTONIO LOPEZ AGUADO;CALLE;Nº 0;ANTES DEL Nº 16-18-20;C/ FINESTERRE;ANTONIO LOPEZ AGUADO,CALLE Nº0 ANTES DEL Nº 16-18-20 C/ FINESTERRE;440589,1398;4481696,663;SI;83/132/;440479,7646;4481489,211;-3,702246599;40,48196094
1382;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;BRAVO MURILLO;CALLE;Nº 79;ESQ C/ RAMIRO II;GTA DE QUEVEDO;BRAVO MURILLO, CALLE Nº79 ESQ C/ RAMIRO II GTA DE QUEVEDO;440386;4477418;SI;3/37/149/;440276,5881;4477210,527;-3,704240936;40,44340226
1383;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;BRAVO MURILLO;CALLE;Nº 47;FTE Nº 38;GTA DE QUEVEDO;BRAVO MURILLO, CALLE Nº47 FTE Nº 38 GTA DE QUEVEDO;440373,2104;4476836,735;SI;37/149/N23/;440263,7923;4476629,259;-3,704337156;40,43816503
1384;;MARQUESINA MOD XXI 4-M REDUCIDA;7;CHAMBERI;BRAVO MURILLO;CALLE;Nº 29;ANT C/ DONOSO CORTES;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº 29 ANT C/ DONOSO CORTES - GTA DE QUEVEDO;440364;4476666;SI;37/149/;440254,5801;4476458,523;-3,704429714;40,4366263
1387;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;GENERAL ALVAREZ CASTRO;CALLE;Nº 6;FRENTE C/FEIJOO;C/JOSE ABASCAL;GENERAL ALVAREZ CASTRO,CALLE Nº6 FRENTE C/FEIJOO C/JOSE ABASCAL;440566,893;4476524,697;SI;149/;440457,4705;4476317,217;-3,702024461;40,43536791
1393;;MARQUESINA MOD XXI 4-M STD;1;CENTRO;SALESAS DE LAS ;PZA;Nº 0;FTE Nº 8;C/ FERNANDO VI;SALESAS (DE LAS), PZA Nº0 FTE Nº 8 C/ FERNANDO VI;441178;4475265;SI;37/;441068,5607;4475057,505;-3,694703243;40,42406336
1397;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;SANTA ENGRACIA;CALLE;Nº 112;ESQ C/ BRETON DE LOS HERREROS;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº112 ESQ C/ BRETON DE LOS HERREROS CUATRO CAMINOS;440698;4476980;SI;3/37/149/N23/;440588,5818;4476772,521;-3,700521298;40,43947886
1398;;MARQUESINA MOD XXI 5-M REDUCIDA;7;CHAMBERI;SANTA ENGRACIA;CALLE;Nº 128;;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº128 - CUATRO CAMINOS;440617;4477235;SI;3/37/149/N23/;440507,585;4477027,523;-3,701500144;40,44177024
1399;;MARQUESINA MOD XXI 5-M REDUCIDA;7;CHAMBERI;SANTA ENGRACIA;CALLE;Nº 142;ESQ C/ MARIA DE GUZMAN;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº142 ESQ C/ MARIA DE GUZMAN CUATRO CAMINOS;440531;4477495;SI;3/37/45/149/;440421,588;4477287,526;-3,702538484;40,4441063
1403;;MARQUESINA MOD XXI 5-M STD;3;RETIRO;CIUDAD DE BARCELONA;AV;Nº 1;FTE Nº 6 (2 MARQUESINA);GTA CARLOS V;CIUDAD DE BARCELONA, AV Nº1 FTE Nº 6 (2ª MARQ) GTA CARLOS V;441990;4473218;SI;24/37/54/57/141/;441880,5345;4473010,484;-3,684945062;40,40567987
1407;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;CIUDAD DE BARCELONA;AV;Nº 49;;GTA CARLOS V;CIUDAD DE BARCELONA, AV Nº49 - GTA CARLOS V;442571;4472931;SI;24/37/54/57/141/;442461,5296;4472723,475;-3,678072474;40,40313469
1408;;MARQUESINA MOD XXI 5-M REDUCIDA;3;RETIRO;CIUDAD DE BARCELONA;AV;Nº 180;;AV ALBUFERA;CIUDAD DE BARCELONA, AV Nº180 (1ª MARQ) ;442793;4472740;SI;24/37/;442683,5269;4472532,471;-3,675439281;40,40142933
1415;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;REINA VICTORIA;AV;Nº 41;ANT C/ GENERAL IBAÑEZ IBERO;CUATRO CAMINOS;REINA VICTORIA, AV Nº41 ANT C/ GENERAL IBAÑEZ IBERO - GTA CUATRO CAMINOS;439808,6958;4477773,614;SI;45/C1/F/;439699,2902;4477566,15;-3,711081529;40,4465642
1418;;MARQUESINA MOD XXI 5-M STD;6;TETUAN;REINA VICTORIA;AV;Nº 24;JTO A CRUZ ROJA;C/ BEATRIZ BOBADILLA;REINA VICTORIA, AV Nº 24 JTO A CRUZ ROJA - C/ BEATRIZ BOBADILLA;440097,2984;4477843,787;SI;45/127/C2/F/;439987,8918;4477636,32;-3,707685142;40,44721719
1419;;MARQUESINA MOD XXI 5-M REDUCIDA;7;CHAMBERI;BRAVO MURILLO;CALLE;Nº 91;ESQ C/ VIRGEN DE NIEVA;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº91 ESQ C/ VIRGEN DE NIEVA GTA QUEVEDO;440399,269;4477662,868;SI;3/45/149/N23/;440289,8592;4477455,396;-3,704107476;40,4456091
1423;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;CRISTOBAL BORDIÚ;CALLE;Nº 0;FTE Nº 41;AGUSTIN DE BETANCORT;CRISTOBAL BORDIÚ, CALLE Nº FTE. Nº41 AGUSTIN DE BETANCORT;440948;4477356;SI;45/;440838,5845;4477148,52;-3,697608733;40,44288385
1424;;MARQUESINA MOD XXI 5-M STD;7;CHAMBERI;AGUSTIN DE BETANCOURT;CALLE;Nº 3;ESQ C/ CRISTOBAL BORDIU;C/ RIOS ROSAS;AGUSTIN DE BETANCOURT, CALLE Nº3 ESQ C/ CRISTOBAL BORDIU C/ RIOS ROSAS;441169;4477321;SI;45/;441059,583;4477113,517;-3,694999738;40,44258423
1427;;MARQUESINA MOD XXI 5-M STD;4;SALAMANCA;MANUEL BECERRA;PZA;Nº 17;ANT C/ DOCTOR ESQUERDO;DOCTOR ESQUERDO;MANUEL BECERRA, PZA Nº17 ANTES C/ DOCTOR ESQUERDO DOCTOR ESQUERDO;443359;4475628;SI;56/143/156/E5/C1/;443249,5555;4475420,478;-3,66902705;40,42748483
1432;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;DOCTOR ESQUERDO;CALLE;Nº 151;FTE Nº 100;PZA MANUEL BECERRA;DOCTOR ESQUERDO, CALLE Nº 151 FTE Nº 100 - PZA MANUEL BECERRA;443292,355;4473789,348;SI;56/143/156/;443182,8914;4473581,817;-3,669648642;40,41091664
1433;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;DOCTOR ESQUERDO;CALLE;Nº 126;FTE AL Nº 171;PZA.CONDE CASAL;DOCTOR ESQUERDO, CALLE Nº 126 FTE AL Nº 171 - PZA CONDE CASAL;443228,635;4473391,673;SI;56/143/156/;443119,1674;4473184,141;-3,670364099;40,40732981
1434;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;DOCTOR ESQUERDO;CALLE;Nº 173;(2ª MARQ) DESP PZA CONDE CASAL ;PZA MANUEL BECERRA;DOCTOR ESQUERDO, CALLE Nº 173 DESP PZA CONDE CASAL (2ª MARQ) - PZA MANUEL BECERRA;443264;4473380;SI;32/56/143/156/;443154,5322;4473172,467;-3,669946295;40,40722706
1435;;MARQUESINA MOD XXI 4-M STD;3;RETIRO;DOCTOR ESQUERDO;CALLE;Nº 150;ESQ C/ CAVANILLES;AVDA BARCELONA;DR. ESQUERDO, CALLE Nº150 ESQ C/ CAVANILLES AVDA BARCELONA;443030;4473018;SI;10/56/156/;442920,5291;4472810,469;-3,672671468;40,40394997
1436;;MARQUESINA MOD XXI 5-M STD;3;RETIRO;DOCTOR ESQUERDO;CALLE;Nº 187;ESQ C/GARIBAY;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº187 ESQ C/GARIBAY PZA MANUEL BECERRA;443071,3726;4473015,858;SI;56/156/;442961,9016;4472808,326;-3,67218374;40,4039335
1440;;MARQUESINA MOD XXI 4-M STD;17;VILLAVERDE;JUAN JOSE MARTINEZ SECO;CALLE;Nº 2;DESP C/ MARIA MARTINEZ ORIOL;C/ CONCEPCION OLIVA;JUAN J. MTNEZ SECO, CALLE Nº2 DESP C/ MARIA MARTINEZ ORIOL C/ CONCEPCION OLIVA;441411,0952;4467222,616;SI;85/123/N13/411/              ;441301,5659;4467015,081;-3,691215605;40,35162933
1443;;MARQUESINA MOD XXI 5-M STD;17;VILLAVERDE;JUAN JOSE MARTINEZ SECO;CALLE;Nº 0;ESQ TRAVESIA CASCADA;AV ANDALUCIA;JUAN J. MTNEZ SECO, CALLE Nº0 ESQ TRAVESIA CASCADA AV ANDALUCIA;441527,6976;4467233,098;SI;85/123/;441418,168;4467025,561;-3,689843589;40,35173194
1449;;MARQUESINA MOD XXI 4-M STD;17;VILLAVERDE;CONCEPCION DE LA OLIVA;CALLE;Nº 13;;J.J.MTNEZ. SECO;CONCEPCION DE LA OLIVA, CALLE Nº13 - J.J.MTNEZ. SECO;442225;4467490;SI;85/123/411/                         ;442115,4709;4467282,456;-3,681656199;40,35409489
1452;;MARQUESINA MOD XXI 4-M STD;10;LATINA;SAAVEDRA FAJARDO;CALLE;Nº 20;ESQ C/ DOÑA URRACA;C/ JUAN TORNERO;SAAVEDRA FAJARDO, CALLE Nº20 ESQ C/ DOÑA URRACA C/ JUAN TORNERO;438598,111;4474093,295;SI;138/;438488,672;4473885,825;-3,725000245;40,41332163
1455;;MARQUESINA MOD XXI 4-M STD;10;LATINA;CARAMUEL;CALLE;Nº 31;FTE Nº 32;Pº EXTREMADURA;CARAMUEL, CALLE Nº31 FTE Nº 32 Pº EXTREMADURA;438424;4473767;SI;138/N18/;438314,5583;4473559,53;-3,727020636;40,41036934
